categorymap_id,category_id
4163436,1639158
4163437,3519436
4163438,2636629
4163439,796075
4163440,293545
4163441,2669578
4163442,4622818
4163443,479797
4163444,530199
4163445,1478169
4163446,1433774
4163447,119467
4163448,921799
4163449,4736122
4163450,2196457
4163451,842072
4163452,2980740
4163453,2272151
4163454,3029606
4163455,3861976
4163456,1502376
4163457,772894
4163458,3404739
4163459,3477934
4163460,4758695
4163461,3192046
4163462,3819363
4163463,3687055
4163464,4266028
4163465,3340284
4163466,3443397
4163467,3031312
4163468,2197898
4163469,902556
4163470,2028981
4163471,2028926
4163472,16219
4163473,838521
4163474,3175899
4163475,2014414
4163476,669425
4163477,4858297
4163478,3127452
4163479,2518268
4163480,4141851
4163481,3938673
4163482,4704484
4163483,4281067
4163484,104209
4163485,1879828
4163486,1127566
4163487,561267
4163488,4719533
4163489,456934
4163490,363644
4163491,272094
4163492,2750866
4163493,5011708
4163494,3969673
4163495,4482155
4163496,4905722
4163497,4832888
4163498,4921353
4163499,4642360
4163500,627715
4163501,3552091
4163502,3207556
4163503,1237115
4163504,4760331
4163505,1350517
4163506,2460565
4163507,3910632
4163508,3566034
4163509,3453935
4163510,1003726
4163511,1347228
4163512,3901971
4163513,3499323
4163514,4222240
4163515,600175
4163516,4894696
4163517,4066500
4163518,3813565
4163519,4548742
4163520,172164
4163521,3816918
4163522,2933082
4163523,3715287
4163524,2072020
4163525,91040
4163526,2571201
4163527,3150851
4163528,3517266
4163529,1936748
4163530,362750
4163531,479837
4163532,4736710
4163533,3751366
4163534,2834771
4163535,4284523
4163536,5132968
4163537,2202302
4163538,2710853
4163539,2496012
4163540,4986527
4163541,2213342
4163542,3932461
4163543,3635558
4163544,4616160
4163545,243423
4163546,864424
4163547,428575
4163548,996960
4163549,4398560
4163550,4281301
4163551,4936889
4163552,3953096
4163553,3267510
4163554,1114462
4163555,3555122
4163556,3864227
4163557,1599024
4163558,1153016
4163559,1484280
4163560,3148847
4163561,1454470
4163562,2630209
4163563,3366325
4163564,1972894
4163565,2634787
4163566,1130986
4163567,4586026
4163568,3124121
4163569,1444232
4163570,2312939
4163571,3835786
4163572,3398567
4163573,4004974
4163574,1681556
4163575,2972583
4163576,1319162
4163577,2506581
4163578,4139570
4163579,5122910
4163580,3382276
4163581,2795524
4163582,2244284
4163583,1261236
4163584,246973
4163585,1420205
4163586,631363
4163587,4447409
4163588,5134623
4163589,2784037
4163590,822242
4163591,3836451
4163592,374584
4163593,1936090
4163594,4705138
4163595,4914162
4163596,697095
4163597,2829512
4163598,1079216
4163599,2447947
4163600,2356118
4163601,4911958
4163602,1468632
4163603,1250975
4163604,2538099
4163605,3967918
4163606,2592038
4163607,3550349
4163608,2977465
4163609,2785289
4163610,4190307
4163611,3464610
4163612,807963
4163613,1854481
4163614,279087
4163615,4134433
4163616,4474010
4163617,406528
4163618,1450058
4163619,5055151
4163620,4827537
4163621,1822328
4163622,1983785
4163623,3209590
4163624,2446427
4163625,1042547
4163626,551306
4163627,2773917
4163628,3142427
4163629,4148053
4163630,3087269
4163631,2784633
4163632,4935371
4163633,3942501
4163634,2361828
4163635,3150229
4163636,4137262
4163637,2122129
4163638,2523199
4163639,4869837
4163640,3886822
4163641,4327791
4163642,2110377
4163643,3818487
4163644,1646753
4163645,4313275
4163646,5148597
4163647,5138762
4163648,144028
4163649,4284875
4163650,1588377
4163651,1672064
4163652,963753
4163653,781315
4163654,738823
4163655,3094765
4163656,2466824
4163657,1293225
4163658,1968050
4163659,3596133
4163660,2424
4163661,4597130
4163662,3214361
4163663,490909
4163664,1515792
4163665,4892220
4163666,2179307
4163667,2192649
4163668,1342174
4163669,2673821
4163670,4635122
4163671,5042719
4163672,4410687
4163673,3759129
4163674,2246132
4163675,2703912
4163676,3781701
4163677,4939776
4163678,167871
4163679,4216317
4163680,4069500
4163681,5043656
4163682,60559
4163683,3776999
4163684,3573424
4163685,673323
4163686,3113126
4163687,1868811
4163688,2747519
4163689,2155313
4163690,2763156
4163691,4585904
4163692,2004663
4163693,255508
4163694,2100800
4163695,2664522
4163696,2656624
4163697,717439
4163698,957806
4163699,4018900
4163700,1953043
4163701,4383631
4163702,2713287
4163703,3694648
4163704,4595260
4163705,4729642
4163706,4708348
4163707,1006249
4163708,1397898
4163709,3191556
4163710,5015375
4163711,1797051
4163712,4743234
4163713,4863121
4163714,1344294
4163715,1327405
4163716,3919350
4163717,3876943
4163718,1619893
4163719,2975713
4163720,671838
4163721,5052177
4163722,1071810
4163723,830235
4163724,60729
4163725,4604759
4163726,1587089
4163727,1046047
4163728,3235112
4163729,3343095
4163730,3969228
4163731,4488210
4163732,496717
4163733,3829943
4163734,601591
4163735,758773
4163736,2860524
4163737,2288300
4163738,1088738
4163739,943641
4163740,2229902
4163741,181182
4163742,1736124
4163743,2951233
4163744,1419417
4163745,2360985
4163746,635704
4163747,3434878
4163748,80482
4163749,4776096
4163750,2077723
4163751,2333843
4163752,2674605
4163753,3869946
4163754,4007169
4163755,2466971
4163756,2342116
4163757,1649508
4163758,2229642
4163759,583485
4163760,546816
4163761,2121141
4163762,4238104
4163763,4638374
4163764,3589580
4163765,176011
4163766,359481
4163767,1619516
4163768,2480068
4163769,2494773
4163770,1521328
4163771,468291
4163772,3151689
4163773,2588445
4163774,3530487
4163775,2766997
4163776,5109297
4163777,1875258
4163778,2895712
4163779,3862356
4163780,1804279
4163781,896581
4163782,3796606
4163783,2692253
4163784,397645
4163785,4824934
4163786,3420127
4163787,4762182
4163788,4294444
4163789,4285553
4163790,3421157
4163791,2464993
4163792,1178381
4163793,2262643
4163794,1847739
4163795,3092732
4163796,2783415
4163797,2486578
4163798,3725578
4163799,892732
4163800,4065220
4163801,4526708
4163802,4365427
4163803,4835015
4163804,3646863
4163805,976128
4163806,3190175
4163807,2801229
4163808,4589142
4163809,899236
4163810,2077129
4163811,3045016
4163812,1066674
4163813,3191795
